ID;UTC;LAT;LON;NSAT;CELSIUS;BAT;VOLBAT
20;807608919;43,5465502;-5,6664202;5;2382;970;4164
20;807608920;43,5465561;-5,666408;5;2382;970;4164
20;807608921;43,5465542;-5,6664091;5;2382;970;4164
20;807608922;43,5465503;-5,6664114;5;2382;970;4164
20;807608923;43,5465486;-5,6664142;5;2382;970;4164
20;807608924;43,5465461;-5,6664175;5;2382;970;4164
20;807608925;43,5465385;-5,6664185;5;2382;970;4164
20;807608926;43,5465374;-5,6664326;5;2383;970;4164
20;807608927;43,5465395;-5,6664333;5;2383;970;4164
20;807608928;43,5465367;-5,6664403;5;2384;970;4164
20;807608929;43,546539;-5,6664379;5;2384;970;4164
20;807608930;43,5465383;-5,6664342;5;2385;970;4164
20;807608931;43,5465374;-5,6664316;5;2386;970;4164
20;807608932;43,5465336;-5,6664317;5;2386;970;4164
20;807608933;43,5465289;-5,6664353;5;2386;970;4164
20;807608934;43,5465267;-5,6664355;5;2385;970;4164
20;807608935;43,5465287;-5,6664347;5;2385;970;4164
20;807608936;43,5465278;-5,6664357;5;2384;970;4164
20;807608937;43,5465259;-5,6664353;5;2383;970;4164
20;807608938;43,5465253;-5,6664345;5;2381;970;4164
20;807608939;43,5465245;-5,6664336;5;2380;970;4164
20;807608940;43,5465259;-5,6664326;5;2379;970;4164
20;807608941;43,5465263;-5,6664335;5;2378;970;4164
20;807608942;43,5465254;-5,6664312;5;2376;970;4164
20;807608943;43,5465243;-5,666432;5;2376;970;4164
20;807608944;43,5465238;-5,6664326;5;2376;970;4164
20;807608945;43,5465234;-5,6664332;5;2375;970;4164
20;807608946;43,5465231;-5,6664344;5;2376;970;4164
20;807608947;43,5465227;-5,6664349;5;2376;970;4164
20;807608948;43,5465205;-5,6664357;5;2377;970;4164
20;807608949;43,5465186;-5,6664363;5;2379;970;4164
20;807608950;43,5465179;-5,6664371;5;2379;970;4164
20;807608951;43,5465168;-5,6664374;5;2381;970;4164
20;807608952;43,5465161;-5,6664378;5;2383;970;4164
20;807608953;43,5465159;-5,6664379;5;2384;970;4164
20;807608954;43,5465151;-5,6664382;5;2385;970;4164
20;807608955;43,5465159;-5,6664381;5;2385;970;4164
20;807608956;43,5465154;-5,6664383;5;2386;970;4164
20;807608957;43,5465151;-5,6664392;5;2387;970;4161
20;807608958;43,5465161;-5,6664391;5;2389;970;4161
20;807608959;43,546517;-5,6664393;5;2389;970;4161
20;807608960;43,546517;-5,6664409;5;2391;970;4161
20;807608961;43,5465163;-5,6664423;5;2392;970;4161
20;807608962;43,5465161;-5,6664436;5;2393;970;4161
20;807608963;43,5465163;-5,6664446;5;2394;970;4161
20;807608964;43,5465151;-5,6664446;5;2394;970;4161
20;807608965;43,5465154;-5,6664448;6;2395;970;4161
20;807608966;43,546517;-5,6664435;6;2394;970;4161
20;807608967;43,5465168;-5,6664444;6;2394;970;4161
20;807608968;43,5465158;-5,6664472;6;2393;970;4161
20;807608969;43,5465166;-5,6664485;6;2392;970;4161
20;807608970;43,5465176;-5,6664525;6;2391;970;4161
20;807608971;43,5465191;-5,6664524;6;2391;970;4161
20;807608972;43,546518;-5,6664506;6;2391;970;4161
20;807608973;43,5465181;-5,6664503;6;2389;970;4161
20;807608974;43,5465195;-5,6664509;6;2388;970;4161
20;807608975;43,5465202;-5,6664523;6;2386;970;4161
20;807608976;43,5465203;-5,6664523;6;2385;970;4161
20;807608977;43,5465199;-5,6664532;6;2385;970;4161
20;807608978;43,5465186;-5,6664531;6;2384;970;4161
20;807608979;43,5465194;-5,6664525;6;2384;970;4161
20;807608980;43,5465203;-5,6664516;6;2385;970;4161
20;807608981;43,5465207;-5,6664517;6;2385;970;4161
20;807608982;43,546521;-5,6664522;6;2385;970;4161
20;807608983;43,5465218;-5,6664528;6;2386;970;4161
20;807608984;43,5465212;-5,6664524;6;2387;970;4161
20;807608985;43,5465213;-5,6664536;6;2388;970;4161
20;807608986;43,546521;-5,6664529;6;2389;970;4161
20;807608987;43,54652;-5,6664538;6;2389;970;4161
20;807608988;43,54652;-5,6664539;6;2389;970;4161
20;807608989;43,5465188;-5,6664535;6;2391;970;4161
20;807608990;43,546518;-5,6664534;6;2391;970;4161
20;807608991;43,5465183;-5,6664532;6;2392;970;4161
20;807608992;43,5465188;-5,6664547;6;2393;970;4161
20;807608993;43,5465186;-5,6664562;6;2394;970;4161
20;807608994;43,5465182;-5,6664567;6;2394;970;4161
20;807608995;43,5465173;-5,6664566;6;2395;970;4161
20;807608996;43,5465161;-5,6664561;6;2396;970;4161
20;807608997;43,5465156;-5,6664551;6;2397;970;4161
20;807608998;43,5465141;-5,6664557;6;2396;970;4161
20;807608999;43,5465122;-5,6664566;6;2396;970;4161
20;807609000;43,5465111;-5,666457;6;2397;970;4161
20;807609001;43,5465106;-5,6664578;6;2396;970;4161
20;807609002;43,5465092;-5,6664589;6;2395;970;4162
20;807609003;43,5465075;-5,6664595;6;2395;970;4162
20;807609004;43,5465066;-5,6664603;6;2395;970;4162
20;807609005;43,5465061;-5,6664614;6;2397;970;4162
20;807609006;43,5465054;-5,6664636;6;2398;970;4162
20;807609007;43,5465047;-5,6664648;6;2398;970;4162
20;807609008;43,5465043;-5,6664667;6;2398;970;4162
20;807609009;43,5465033;-5,666468;6;2400;970;4162
20;807609010;43,5465036;-5,6664688;6;2401;970;4162
20;807609011;43,5465023;-5,6664714;6;2403;970;4162
20;807609012;43,5465028;-5,6664722;6;2404;970;4162
20;807609013;43,546503;-5,6664719;6;2404;970;4162
20;807609014;43,5465035;-5,6664709;6;2405;970;4162
20;807609015;43,5465014;-5,6664713;6;2405;970;4162
20;807609016;43,5465017;-5,6664705;6;2406;970;4162
20;807609017;43,5465014;-5,6664703;6;2409;970;4162
20;807609018;43,5465014;-5,6664695;6;2409;970;4162
20;807609019;43,5465004;-5,6664712;6;2410;970;4162
20;807609020;43,5465011;-5,6664714;6;2412;970;4162
20;807609021;43,5465022;-5,6664706;6;2413;970;4162
20;807609022;43,5465023;-5,6664716;6;2415;970;4162
20;807609023;43,5465017;-5,6664725;6;2416;970;4162
20;807609024;43,5465019;-5,6664732;6;2416;970;4162
20;807609025;43,5465009;-5,6664732;6;2416;970;4162
20;807609026;43,546502;-5,6664729;6;2416;970;4162
20;807609027;43,546503;-5,6664738;6;2417;970;4162
20;807609028;43,5465048;-5,666474;6;2418;970;4162
20;807609029;43,5465059;-5,6664736;6;2418;970;4162
20;807609030;43,5465084;-5,6664737;6;2418;970;4162
20;807609031;43,5465109;-5,6664735;6;2418;970;4162
20;807609032;43,5465132;-5,6664717;6;2418;970;4162
20;807609033;43,5465124;-5,666471;6;2419;970;4162
20;807609034;43,5465121;-5,6664704;5;2420;970;4162
20;807609035;43,5465141;-5,6664696;5;2421;970;4162
20;807609036;43,5465151;-5,6664692;6;2422;970;4162
20;807609037;43,5465186;-5,6664653;6;2422;970;4162
20;807609038;43,5465207;-5,6664658;6;2422;970;4162
20;807609039;43,5465157;-5,6664682;6;2422;970;4162
20;807609040;43,5465136;-5,6664704;6;2422;970;4162
20;807609041;43,546513;-5,6664724;6;2423;970;4162
20;807609042;43,546513;-5,6664725;6;2425;970;4162
20;807609043;43,5465156;-5,6664739;6;2425;970;4162
20;807609044;43,546515;-5,6664732;6;2424;970;4162
20;807609045;43,5465178;-5,6664738;6;2425;970;4162
20;807609046;43,54652;-5,6664727;6;2426;970;4162
20;807609047;43,546521;-5,6664723;6;2427;970;4161
20;807609048;43,5465216;-5,6664722;6;2428;970;4161
20;807609049;43,5465228;-5,6664714;6;2430;970;4161
20;807609050;43,5465234;-5,6664695;6;2433;970;4161
20;807609051;43,5465247;-5,6664685;6;2434;970;4161
20;807609052;43,5465245;-5,6664662;6;2436;970;4161
20;807609053;43,5465199;-5,6664635;6;2439;970;4161
20;807609054;43,5465163;-5,6664616;6;2440;970;4161
20;807609055;43,5465177;-5,6664619;6;2441;970;4161
20;807609056;43,5465177;-5,6664619;6;2442;970;4161
20;807609057;43,5465241;-5,6664642;6;2444;970;4161
20;807609058;43,5465291;-5,6664659;6;2446;970;4161
20;807609059;43,5465216;-5,6664636;6;2445;970;4161
20;807609060;43,5465133;-5,6664597;6;2447;970;4161
20;807609061;43,5465131;-5,6664603;6;2447;970;4161
20;807609062;43,5465174;-5,6664595;6;2447;970;4161
20;807609063;43,5465181;-5,6664583;6;2447;970;4161
20;807609064;43,5465131;-5,6664569;6;2448;970;4161
20;807609065;43,5465122;-5,6664566;6;2448;970;4161
20;807609066;43,5465133;-5,6664554;6;2447;970;4161
20;807609067;43,5465161;-5,6664551;6;2447;970;4161
20;807609068;43,5465182;-5,6664543;6;2446;970;4161
20;807609069;43,5465185;-5,66646;6;2446;970;4161
20;807609070;43,5465212;-5,6664594;6;2446;970;4161
20;807609071;43,5465214;-5,6664648;6;2443;970;4161
20;807609072;43,5465216;-5,6664667;6;2443;970;4161
20;807609073;43,5465251;-5,6664665;6;2445;970;4161
20;807609074;43,5465261;-5,6664661;6;2445;970;4161
20;807609075;43,5465293;-5,6664662;6;2445;970;4161
20;807609076;43,5465321;-5,6664648;6;2447;970;4161
20;807609077;43,5465345;-5,6664677;6;2447;970;4161
20;807609078;43,5465361;-5,6664675;6;2448;970;4161
20;807609079;43,5465373;-5,6664687;6;2449;970;4161
20;807609080;43,5465382;-5,6664718;6;2450;970;4161
20;807609081;43,5465389;-5,6664719;6;2451;970;4161
20;807609082;43,54654;-5,6664713;6;2453;970;4161
20;807609083;43,5465403;-5,6664695;6;2453;970;4161
20;807609084;43,5465411;-5,6664679;6;2454;970;4161
20;807609085;43,5465436;-5,6664668;6;2455;970;4161
20;807609086;43,5465434;-5,6664655;6;2457;970;4161
20;807609087;43,5465427;-5,666463;6;2459;970;4161
20;807609088;43,5465444;-5,6664589;6;2459;970;4161
20;807609089;43,5465456;-5,666457;6;2460;970;4161
20;807609090;43,5465487;-5,6664564;6;2461;970;4161
20;807609091;43,5465485;-5,666456;6;2462;970;4161
20;807609092;43,5465494;-5,6664559;6;2463;970;4161
20;807609093;43,5465488;-5,6664573;6;2464;970;4161
20;807609094;43,5465472;-5,6664576;6;2465;970;4161
20;807609095;43,5465512;-5,6664571;6;2466;970;4161
20;807609096;43,5465521;-5,6664564;5;2466;970;4161
20;807609097;43,5465527;-5,6664565;5;2468;970;4161
20;807609098;43,5465541;-5,6664558;6;2469;970;4161
20;807609099;43,5465571;-5,6664535;6;2470;970;4161
20;807609100;43,5465592;-5,666451;6;2470;970;4161
20;807609101;43,5465614;-5,6664501;6;2471;970;4161
20;807609102;43,5465598;-5,6664499;6;2471;970;4161
20;807609103;43,5465593;-5,6664493;6;2473;970;4161
20;807609104;43,5465593;-5,6664471;6;2474;970;4161
20;807609105;43,5465583;-5,6664443;5;2475;970;4161
20;807609106;43,5465581;-5,6664432;6;2476;970;4161
20;807609107;43,5465578;-5,666442;6;2477;970;4161
20;807609108;43,5465566;-5,6664424;6;2477;970;4161
20;807609109;43,5465541;-5,666445;6;2477;970;4161
20;807609110;43,5465532;-5,6664462;6;2477;970;4161
20;807609111;43,5465515;-5,6664476;6;2477;970;4161
20;807609112;43,546552;-5,6664488;6;2476;970;4161
20;807609113;43,5465501;-5,6664487;6;2476;970;4161
20;807609114;43,5465486;-5,6664494;6;2475;970;4161
20;807609115;43,5465481;-5,666451;6;2476;970;4161
20;807609116;43,5465477;-5,6664517;6;2475;970;4161
20;807609117;43,5465463;-5,6664518;6;2476;970;4161
20;807609118;43,5465461;-5,6664524;6;2476;970;4161
20;807609119;43,5465448;-5,6664515;6;2475;970;4161
20;807609120;43,5465429;-5,6664512;6;2475;970;4161
20;807609121;43,5465412;-5,6664508;6;2475;970;4161
20;807609122;43,5465403;-5,6664508;6;2475;970;4161
20;807609123;43,5465393;-5,6664511;6;2475;970;4161
20;807609124;43,546537;-5,6664513;6;2475;970;4161
20;807609125;43,5465364;-5,6664508;7;2475;970;4161
20;807609126;43,5465354;-5,666452;7;2475;970;4161
20;807609127;43,5465349;-5,6664532;7;2474;970;4161
20;807609128;43,5465341;-5,6664558;7;2474;970;4161
20;807609129;43,5465344;-5,6664577;7;2474;970;4161
20;807609130;43,5465351;-5,6664585;7;2473;970;4161
20;807609131;43,5465343;-5,6664601;7;2473;970;4161
20;807609132;43,5465334;-5,6664646;7;2474;970;4161
20;807609133;43,5465358;-5,6664662;7;2473;970;4161
20;807609134;43,5465356;-5,666467;7;2473;970;4161
20;807609135;43,5465359;-5,6664654;7;2473;970;4161
20;807609136;43,5465362;-5,6664667;7;2473;970;4161
20;807609137;43,5465343;-5,6664671;7;2474;970;4161
20;807609138;43,5465331;-5,6664689;7;2475;970;4161
20;807609139;43,5465331;-5,66647;7;2476;970;4161
20;807609140;43,5465315;-5,6664717;7;2476;970;4161
20;807609141;43,5465311;-5,6664709;7;2477;970;4161
20;807609142;43,5465264;-5,6664703;7;2478;970;4161
20;807609143;43,5465192;-5,6664708;7;2479;970;4161
20;807609144;43,5465174;-5,6664715;7;2480;970;4161
20;807609145;43,5465194;-5,6664715;7;2481;970;4161
20;807609146;43,5465187;-5,6664706;7;2482;970;4161
20;807609147;43,5465121;-5,6664688;7;2483;970;4161
20;807609148;43,5465105;-5,6664687;7;2483;970;4161
20;807609149;43,5465094;-5,6664698;7;2484;970;4161
20;807609150;43,5465076;-5,6664719;7;2485;970;4161
20;807609151;43,5465036;-5,666474;7;2487;970;4161
20;807609152;43,5465004;-5,6664735;7;2488;970;4161
20;807609153;43,5464952;-5,666472;7;2489;970;4161
20;807609154;43,5464882;-5,6664708;7;2489;970;4161
20;807609155;43,5464893;-5,6664698;7;2490;970;4161
20;807609156;43,5464891;-5,6664706;7;2491;970;4161
20;807609157;43,5464895;-5,6664701;7;2492;970;4161
20;807609158;43,5464878;-5,6664701;7;2492;970;4161
20;807609159;43,5464868;-5,6664698;7;2493;970;4161
20;807609160;43,5464852;-5,6664682;7;2493;970;4161
20;807609161;43,5464835;-5,6664672;7;2493;970;4161
20;807609162;43,5464797;-5,6664671;7;2492;970;4161
20;807609163;43,5464792;-5,6664669;7;2493;970;4161
20;807609164;43,5464779;-5,6664666;7;2493;970;4161
20;807609165;43,5464773;-5,6664647;6;2493;970;4161
20;807609166;43,546476;-5,6664625;6;2495;970;4161
20;807609167;43,5464737;-5,6664618;6;2495;970;4161
20;807609168;43,5464725;-5,6664606;6;2495;970;4161
20;807609169;43,5464699;-5,6664619;6;2495;970;4161
20;807609170;43,5464685;-5,6664618;6;2495;970;4161
20;807609171;43,546468;-5,6664603;7;2495;970;4161
20;807609172;43,5464682;-5,6664601;7;2495;970;4161
20;807609173;43,5464692;-5,6664598;7;2496;970;4161
20;807609174;43,5464685;-5,6664609;7;2496;970;4161
20;807609175;43,5464683;-5,6664611;7;2497;970;4161
20;807609176;43,5464657;-5,6664629;7;2498;970;4161
20;807609177;43,5464643;-5,6664632;7;2498;970;4161
20;807609178;43,546463;-5,6664625;7;2498;970;4161
20;807609179;43,5464618;-5,666461;7;2499;970;4161
20;807609180;43,5464609;-5,666461;7;2500;970;4161
20;807609181;43,5464604;-5,6664599;7;2501;970;4161
20;807609182;43,5464593;-5,6664607;7;2501;970;4160
20;807609183;43,5464586;-5,6664616;7;2502;970;4160
20;807609184;43,5464583;-5,6664624;7;2503;970;4160
20;807609185;43,5464571;-5,666464;7;2504;970;4160
20;807609186;43,5464571;-5,666464;7;2506;970;4160
20;807609187;43,5464568;-5,6664644;7;2506;970;4160
20;807609188;43,5464558;-5,6664664;7;2507;970;4160
20;807609189;43,5464566;-5,6664682;7;2508;970;4160
20;807609190;43,5464554;-5,6664693;7;2508;970;4160
20;807609191;43,5464541;-5,6664709;7;2508;970;4160
20;807609192;43,5464535;-5,6664715;7;2508;970;4160
20;807609193;43,5464538;-5,6664722;7;2509;970;4160
20;807609194;43,5464545;-5,666473;7;2509;970;4160
20;807609195;43,5464559;-5,6664729;7;2510;970;4160
20;807609196;43,5464577;-5,6664721;7;2510;970;4160
20;807609197;43,5464599;-5,6664735;7;2511;970;4160
20;807609198;43,5464596;-5,6664726;7;2511;970;4160
20;807609199;43,546461;-5,6664725;7;2511;970;4160
20;807609200;43,5464624;-5,6664706;7;2511;970;4160
20;807609201;43,5464635;-5,6664705;7;2511;970;4160
20;807609202;43,5464643;-5,6664704;7;2511;970;4160
20;807609203;43,5464642;-5,6664699;7;2510;970;4160
20;807609204;43,546471;-5,6664731;7;2510;970;4160
20;807609205;43,5464696;-5,6664702;7;2510;970;4160
20;807609206;43,5464722;-5,6664701;7;2509;970;4160
20;807609207;43,5464789;-5,6664697;7;2509;970;4160
20;807609208;43,546484;-5,6664684;7;2509;970;4160
20;807609209;43,5464886;-5,6664681;7;2510;970;4160
20;807609210;43,5464919;-5,6664684;7;2511;970;4160
20;807609211;43,546494;-5,666468;7;2511;970;4160
20;807609212;43,5464957;-5,6664689;7;2513;970;4160
20;807609213;43,5464984;-5,6664694;7;2513;970;4160
20;807609214;43,5465004;-5,6664702;7;2514;970;4160
20;807609215;43,5465019;-5,6664696;7;2515;970;4160
20;807609216;43,5465028;-5,6664675;7;2516;970;4160
20;807609217;43,5465056;-5,6664671;7;2518;970;4160
20;807609218;43,5465055;-5,6664683;7;2519;970;4160
20;807609219;43,5465065;-5,6664691;7;2520;970;4160
20;807609220;43,5465071;-5,6664698;7;2521;970;4160
20;807609221;43,5465091;-5,6664696;7;2523;970;4160
20;807609222;43,5465086;-5,6664707;6;2524;970;4160
20;807609223;43,5465077;-5,6664705;7;2525;970;4160
20;807609224;43,5465074;-5,6664715;7;2526;970;4160
20;807609225;43,5465067;-5,6664725;7;2527;970;4160
20;807609226;43,546505;-5,6664734;7;2528;970;4160
20;807609227;43,5465039;-5,6664722;7;2529;970;4160
20;807609228;43,5465046;-5,6664737;7;2530;970;4160
20;807609229;43,5465031;-5,6664721;7;2531;970;4160
20;807609230;43,5465025;-5,6664718;7;2532;970;4160
20;807609231;43,5465031;-5,6664715;7;2533;970;4160
20;807609232;43,5465051;-5,6664702;7;2535;970;4160
20;807609233;43,546507;-5,6664698;7;2537;970;4160
20;807609234;43,5465056;-5,6664708;7;2537;970;4160
20;807609235;43,546505;-5,6664705;7;2537;970;4160
20;807609236;43,5465052;-5,6664719;7;2537;970;4160
20;807609237;43,5465046;-5,6664732;7;2535;970;4160
20;807609238;43,5465028;-5,6664769;7;2537;970;4160
20;807609239;43,5465023;-5,6664774;7;2538;970;4160
20;807609240;43,5465008;-5,6664808;7;2541;970;4160
20;807609241;43,5464994;-5,6664819;7;2543;970;4160
20;807609242;43,5464976;-5,6664847;7;2546;970;4160
20;807609243;43,5464963;-5,6664867;7;2548;970;4160
20;807609244;43,5464961;-5,6664868;7;2549;970;4160
20;807609245;43,5464959;-5,6664874;7;2552;970;4160
20;807609246;43,5464956;-5,6664893;7;2553;970;4160
20;807609247;43,5464976;-5,6664887;7;2554;970;4160
20;807609248;43,5464973;-5,666491;7;2555;970;4160
20;807609249;43,5464968;-5,6664913;7;2556;970;4160
20;807609250;43,5464973;-5,6664921;7;2558;970;4160
20;807609251;43,546499;-5,6664915;7;2560;970;4160
20;807609252;43,5464988;-5,6664921;7;2560;970;4160
20;807609253;43,5464995;-5,666491;7;2560;970;4160
20;807609254;43,5464994;-5,6664912;7;2561;970;4160
20;807609255;43,5464997;-5,6664917;7;2562;970;4160
20;807609256;43,5464999;-5,6664925;7;2562;970;4160
20;807609257;43,5465001;-5,6664936;7;2564;970;4160
20;807609258;43,5465019;-5,666493;7;2565;970;4160
20;807609259;43,5465014;-5,6664942;7;2566;970;4160
20;807609260;43,5465027;-5,666494;7;2566;970;4160
20;807609261;43,5465026;-5,6664947;7;2567;970;4160
20;807609262;43,5465031;-5,6664946;7;2568;970;4160
20;807609263;43,5465028;-5,6664946;7;2569;970;4160
20;807609264;43,5465031;-5,6664951;7;2569;970;4160
20;807609265;43,5465049;-5,6664939;7;2571;970;4160
20;807609266;43,546507;-5,6664917;7;2572;970;4160
20;807609267;43,5465065;-5,6664919;7;2573;970;4160
20;807609268;43,5465065;-5,6664901;7;2573;970;4160
20;807609269;43,546506;-5,6664899;7;2573;970;4160
20;807609270;43,5465036;-5,6664945;7;2573;970;4160
20;807609271;43,5465038;-5,6664939;7;2573;970;4161
20;807609272;43,5465048;-5,666493;7;2572;970;4161
20;807609273;43,5465053;-5,666494;7;2571;970;4161
20;807609274;43,546507;-5,6664931;7;2569;970;4161
20;807609275;43,5465079;-5,6664919;7;2568;970;4161
20;807609276;43,5465096;-5,6664894;7;2567;970;4161
20;807609277;43,5465082;-5,6664915;7;2566;970;4161
